orf,label
YHL026C,non_ess
YJR142W,non_ess
YJL118W,non_ess
YDR278C,non_ess
YPR145W,non_ess
YCR105W,non_ess
YML009C,non_ess
YFR025C,non_ess
YER065C,non_ess
YER001W,non_ess
YHL002W,non_ess
YAR035C-A,non_ess
YMR013W-A,non_ess
YLR091W,non_ess
YKL053W,non_ess
YDR033W,non_ess
YMR315W-A,non_ess
YDR073W,non_ess
YJL047C-A,non_ess
YHR049C-A,non_ess
YHL004W,non_ess
YJL120W,non_ess
YDR154C,non_ess
YPL170W,non_ess
YMR106C,non_ess
YER010C,non_ess
YEL009C-A,non_ess
YOL106W,non_ess
YGR177C,non_ess
YNR001W-A,non_ess
YER089C,non_ess
YIL113W,non_ess
YGR121C,non_ess
YLR001C,non_ess
YNR032C-A,non_ess
YPR193C,non_ess
YGL087C,non_ess
YOL052C,non_ess
YKL066W,non_ess
YGR087C,non_ess
YBR047W,non_ess
YML053C,non_ess
YLR297W,non_ess
YNL153C,non_ess
YGL220W,non_ess
YNL066W,non_ess
YPL261C,non_ess
YJL210W,non_ess
YHR049W,non_ess
YNL276C,non_ess
YGR008C,non_ess
YGR039W,non_ess
YBR286W,non_ess
YIL156W-B,non_ess
YOL126C,non_ess
YIL058W,non_ess
YLL001W,non_ess
YHR021W-A,non_ess
YDR544C,non_ess
YDR048C,non_ess
YMR244C-A,non_ess
YGR007W,non_ess
YPL186C,non_ess
YLL038C,non_ess
YOL159C,non_ess
YLR028C,non_ess
YBL012C,non_ess
YDR517W,non_ess
YDL192W,non_ess
YKL148C,non_ess
YDR011W,non_ess
YFR006W,non_ess
YGR236C,non_ess
YHR071W,non_ess
YBR178W,non_ess
YFL015W-A,non_ess
YJL182C,non_ess
YKR005C,non_ess
YHL045W,non_ess
YPR166C,non_ess
YJR103W,non_ess
YDL127W,non_ess
YDL135C,non_ess
YDR077W,non_ess
YDR445C,non_ess
YJR147W,non_ess
YDR488C,non_ess
YEL009C,non_ess
YLL060C,non_ess
YNL231C,non_ess
YNL328C,non_ess
YGL109W,non_ess
YMR015C,non_ess
YER066C-A,non_ess
YJR058C,non_ess
YDL137W,non_ess
YBR175W,non_ess
YIL032C,non_ess
YDR524W-C,non_ess
YBL029W,non_ess
YPR062W,non_ess
YGL235W,non_ess
YLR406C-A,non_ess
YBR035C,non_ess
YDL049C,non_ess
YDR543C,non_ess
YGR001C,non_ess
YPL171C,non_ess
YML054C,non_ess
YLR213C,non_ess
YBR278W,non_ess
YIR021W-A,non_ess
YHR116W,non_ess
YER187W,non_ess
YKL001C,non_ess
YJL205C,non_ess
YIR013C,non_ess
YGR241C,non_ess
YOR357C,non_ess
YLR364C-A,non_ess
YMR320W,non_ess
YCR024C-A,non_ess
YIL132C,non_ess
YCR003W,non_ess
YDR366C,non_ess
YBL003C,non_ess
YMR319C,non_ess
YIL162W,non_ess
YKR075C,non_ess
YER042W,non_ess
YMR326C,non_ess
YML100W,non_ess
YGL010W,non_ess
YPR006C,non_ess
YKR049C,non_ess
YGL226W,non_ess
YPL025C,non_ess
YPR015C,non_ess
YLR080W,non_ess
YDR066C,non_ess
YCR061W,non_ess
YGL193C,non_ess
YOR229W,non_ess
YPL001W,non_ess
YKR043C,non_ess
YLR038C,non_ess
YCR001W,non_ess
YBR174C,non_ess
YEL005C,non_ess
YCL021W-A,non_ess
YNR004W,non_ess
YJL065C,non_ess
YHR003C,non_ess
YOR289W,non_ess
YNL031C,non_ess
YJL166W,non_ess
YEL072W,non_ess
YDR185C,non_ess
YMR055C,non_ess
YPR050C,non_ess
YCR046C,non_ess
YAL056C-A,non_ess
YJL067W,non_ess
YNL072W,non_ess
YKL150W,non_ess
YGR141W,non_ess
YCR043C,non_ess
YEL059C-A,non_ess
YIR018W,non_ess
YDL174C,non_ess
YOL053W,non_ess
YKL087C,non_ess
YLR085C,non_ess
YMR040W,non_ess
YOR062C,non_ess
YLL023C,non_ess
YIL010W,non_ess
YIL141W,non_ess
YLR256W,non_ess
YOR303W,non_ess
YGR210C,non_ess
YEL038W,non_ess
YDR277C,non_ess
YJR034W,non_ess
YER005W,non_ess
YPL157W,non_ess
YNR001C,non_ess
YKR076W,non_ess
YCL025C,non_ess
YBR162W-A,non_ess
YPL156C,non_ess
YNL003C,non_ess
YLR205C,non_ess
YKR066C,non_ess
YER097W,non_ess
YPR158W,non_ess
YBR213W,non_ess
YMR145C,non_ess
YIL002C,non_ess
YHL008C,non_ess
YJL078C,non_ess
YNR008W,non_ess
YOR200W,non_ess
YOR374W,non_ess
YLL028W,non_ess
YBL038W,non_ess
YBR106W,non_ess
YER175C,non_ess
YPR093C,non_ess
YBR022W,non_ess
YBR277C,non_ess
YAL019W-A,non_ess
YCR060W,non_ess
YGR040W,non_ess
YPR096C,non_ess
YJR116W,non_ess
YNL289W,non_ess
YDL022W,non_ess
YMR151W,non_ess
YPL155C,non_ess
YPR159C-A,non_ess
YLL039C,non_ess
YAR023C,non_ess
YJR144W,non_ess
YNL104C,non_ess
YLR011W,non_ess
YLL020C,non_ess
YER137W-A,non_ess
YOR085W,non_ess
YGR015C,non_ess
YDR296W,non_ess
YLL026W,non_ess
YAL066W,non_ess
YGR041W,non_ess
YKL127W,non_ess
YGL255W,non_ess
YJR148W,non_ess
YOR298W,non_ess
YNR071C,non_ess
YIL089W,non_ess
YDR231C,non_ess
YHR057C,non_ess
YPL144W,non_ess
YER137C,non_ess
YDL085C-A,non_ess
YER121W,non_ess
YKR045C,non_ess
YGR133W,non_ess
YDR093W,non_ess
YMR324C,non_ess
YLR042C,non_ess
YER138W-A,non_ess
YKL109W,non_ess
YOR327C,non_ess
YML018C,non_ess
YGR161W-C,non_ess
YDL182W,non_ess
YAL060W,non_ess
YIL068W-A,non_ess
YMR195W,non_ess
YMR316W,non_ess
YKL094W,non_ess
YNR064C,non_ess
YGR209C,non_ess
YBR261C,non_ess
YJR019C,non_ess
YBR051W,non_ess
YIL105W-A,non_ess
YJR120W,non_ess
YDL048C,non_ess
YFL030W,non_ess
YPL183W-A,non_ess
YDL042C,non_ess
YNL205C,non_ess
YER006C-A,non_ess
YIL164C,non_ess
YOL037C,non_ess
YML057C-A,non_ess
YDL022C-A,non_ess
YIL155C,non_ess
YNL281W,non_ess
YEL071W,non_ess
YJR004C,non_ess
YPL038W,non_ess
YLR254C,non_ess
YGL166W,non_ess
YNL143C,non_ess
YHL024W,non_ess
YOR040W,non_ess
YMR247W-A,non_ess
YGR052W,non_ess
YOR099W,non_ess
YML081C-A,non_ess
YDL067C,non_ess
YHL021C,non_ess
YLR217W,non_ess
YBL015W,non_ess
YKR074W,non_ess
YIL065C,non_ess
YFL054C,non_ess
YOL164W,non_ess
YBR137W,non_ess
YAR002W,non_ess
YPR078C,non_ess
YIL093C,non_ess
YAL055W,non_ess
YBL006C,non_ess
YOR226C,non_ess
YHR056W-A,non_ess
YHL046C,non_ess
YGL117W,non_ess
YNL010W,non_ess
YNL337W,non_ess
YBR050C,non_ess
YIR035C,non_ess
YKL005C,non_ess
YNL092W,non_ess
YDR511W,non_ess
YOR225W,non_ess
YFR007W,non_ess
YDR220C,non_ess
YFL046W,non_ess
YBR296C,non_ess
YPR138C,non_ess
YBR066C,non_ess
YPR199C,non_ess
YLR202C,non_ess
YDR022C,non_ess
YJR086W,non_ess
YHR034C,non_ess
YPL014W,non_ess
YNR034W-A,non_ess
YJR108W,non_ess
YOL058W,non_ess
YPR067W,non_ess
YNL211C,non_ess
YDL012C,non_ess
YPL051W,non_ess
YOL061W,non_ess
YDR169C-A,non_ess
YGL161C,non_ess
YLR377C,non_ess
YGL162W,non_ess
YML002W,non_ess
YML005W,non_ess
YOL111C,non_ess
YDR014W-A,non_ess
YDR156W,non_ess
YMR044W,non_ess
YKR061W,non_ess
YDR530C,non_ess
YDR406W,non_ess
YIL055C,non_ess
YDL107W,non_ess
YAL042C-A,non_ess
YBR005W,non_ess
YEL065W,non_ess
YML116W-A,non_ess
YDR114C,non_ess
YGL184C,non_ess
YPR152C,non_ess
YJL133W,non_ess
YKR042W,non_ess
YOL020W,non_ess
YDR234W,non_ess
YLR109W,non_ess
YAR030C,non_ess
YEL039C,non_ess
YEL040W,non_ess
YMR135C,non_ess
YGL121C,non_ess
YCL034W,non_ess
YDL024C,non_ess
YOR138C,non_ess
YJR003C,non_ess
YOR142W,non_ess
YDR377W,non_ess
YNR032W,non_ess
YHR176W,non_ess
YEL050W-A,non_ess
YGL037C,non_ess
YMR194W,non_ess
YGR079W,non_ess
YKR072C,non_ess
YIL123W,non_ess
YGR153W,non_ess
YHL034W-A,non_ess
YBL091C-A,non_ess
YDL119C,non_ess
YOR277C,non_ess
YDR112W,non_ess
YGR043C,non_ess
YAL031W-A,non_ess
YMR009W,non_ess
YIL023C,non_ess
YCR008W,non_ess
YJR096W,non_ess
YCL023C,non_ess
YKL225W,non_ess
YBR241C,non_ess
YMR193C-A,non_ess
YBR016W,non_ess
YER004W,non_ess
YHL007C,non_ess
YDR481C,non_ess
YBR082C,non_ess
YDR118W-A,non_ess
YOL166W-A,non_ess
YLR178C,non_ess
YIL111W,non_ess
YNL278W,non_ess
YFL052W,non_ess
YPR036W,non_ess
YMR065W,non_ess
YLR023C,non_ess
YLR120C,non_ess
YOL159C-A,non_ess
YIL101C,non_ess
YHR139C-A,non_ess
