orf,label
YHL026C,non_ess
YJR142W,non_ess
YJL118W,non_ess
YDR278C,non_ess
YPR145W,non_ess
YCR105W,non_ess
YML009C,non_ess
YFR025C,non_ess
YER065C,non_ess
YER001W,non_ess
YHL002W,non_ess
YAR035C-A,non_ess
YMR013W-A,non_ess
YLR091W,non_ess
YKL053W,non_ess
YDR033W,non_ess
YMR315W-A,non_ess
YDR073W,non_ess
YJL047C-A,non_ess
YHR049C-A,non_ess
YHL004W,non_ess
YJL120W,non_ess
YDR154C,non_ess
YPL170W,non_ess
YMR106C,non_ess
YER010C,non_ess
YEL009C-A,non_ess
YOL106W,non_ess
YGR177C,non_ess
YNR001W-A,non_ess
YER089C,non_ess
YIL113W,non_ess
YGR121C,non_ess
YLR001C,non_ess
YNR032C-A,non_ess
YPR193C,non_ess
YGL087C,non_ess
YOL052C,non_ess
YKL066W,non_ess
YGR087C,non_ess
YBR047W,non_ess
YML053C,non_ess
YLR297W,non_ess
YNL153C,non_ess
YGL220W,non_ess
YNL066W,non_ess
YPL261C,non_ess
YJL210W,non_ess
YHR049W,non_ess
YNL276C,non_ess
YGR008C,non_ess
YGR039W,non_ess
YBR286W,non_ess
YIL156W-B,non_ess
YOL126C,non_ess
YIL058W,non_ess
YLL001W,non_ess
YHR021W-A,non_ess
YDR544C,non_ess
YDR048C,non_ess
YMR244C-A,non_ess
YGR007W,non_ess
YPL186C,non_ess
YLL038C,non_ess
YOL159C,non_ess
YLR028C,non_ess
YBL012C,non_ess
YDR517W,non_ess
YDL192W,non_ess
YKL148C,non_ess
YDR011W,non_ess
YFR006W,non_ess
YGR236C,non_ess
YHR071W,non_ess
YBR178W,non_ess
YFL015W-A,non_ess
YJL182C,non_ess
YKR005C,non_ess
YHL045W,non_ess
YPR166C,non_ess
YJR103W,non_ess
YDL127W,non_ess
YDL135C,non_ess
YDR077W,non_ess
YDR445C,non_ess
YJR147W,non_ess
YDR488C,non_ess
YEL009C,non_ess
YLL060C,non_ess
YNL231C,non_ess
YNL328C,non_ess
YGL109W,non_ess
YMR015C,non_ess
YER066C-A,non_ess
YJR058C,non_ess
YDL137W,non_ess
YBR175W,non_ess
YIL032C,non_ess
YDR524W-C,non_ess
YBL029W,non_ess
YPR062W,non_ess
YGL235W,non_ess
YLR406C-A,non_ess
YBR035C,non_ess
YDL049C,non_ess
YDR543C,non_ess
YGR001C,non_ess
YPL171C,non_ess
YML054C,non_ess
YLR213C,non_ess
YBR278W,non_ess
YIR021W-A,non_ess
YHR116W,non_ess
YER187W,non_ess
YKL001C,non_ess
YJL205C,non_ess
YIR013C,non_ess
YGR241C,non_ess
YOR357C,non_ess
YLR364C-A,non_ess
YMR320W,non_ess
YCR024C-A,non_ess
YIL132C,non_ess
YCR003W,non_ess
YDR366C,non_ess
YBL003C,non_ess
YMR319C,non_ess
YIL162W,non_ess
YKR075C,non_ess
YER042W,non_ess
YMR326C,non_ess
YML100W,non_ess
YGL010W,non_ess
YPR006C,non_ess
YKR049C,non_ess
YGL226W,non_ess
YPL025C,non_ess
YPR015C,non_ess
YLR080W,non_ess
YDR066C,non_ess
YCR061W,non_ess
YGL193C,non_ess
YOR229W,non_ess
YPL001W,non_ess
YKR043C,non_ess
YLR038C,non_ess
YCR001W,non_ess
YBR174C,non_ess
YEL005C,non_ess
YCL021W-A,non_ess
YNR004W,non_ess
YJL065C,non_ess
YHR003C,non_ess
YOR289W,non_ess
YNL031C,non_ess
YJL166W,non_ess
YEL072W,non_ess
YDR185C,non_ess
YMR055C,non_ess
YPR050C,non_ess
YCR046C,non_ess
YAL056C-A,non_ess
YJL067W,non_ess
YNL072W,non_ess
YKL150W,non_ess
YGR141W,non_ess
YCR043C,non_ess
YEL059C-A,non_ess
YIR018W,non_ess
YDL174C,non_ess
YOL053W,non_ess
YKL087C,non_ess
YLR085C,non_ess
YMR040W,non_ess
YOR062C,non_ess
YLL023C,non_ess
YIL010W,non_ess
YIL141W,non_ess
YLR256W,non_ess
YOR303W,non_ess
YGR210C,non_ess
YEL038W,non_ess
YDR277C,non_ess
YJR034W,non_ess
YER005W,non_ess
YPL157W,non_ess
YNR001C,non_ess
YKR076W,non_ess
YCL025C,non_ess
YBR162W-A,non_ess
YPL156C,non_ess
YNL003C,non_ess
YLR205C,non_ess
YKR066C,non_ess
YER097W,non_ess
YPR158W,non_ess
YBR213W,non_ess
YMR145C,non_ess
YIL002C,non_ess
YHL008C,non_ess
YJL078C,non_ess
YNR008W,non_ess
YOR200W,non_ess
YOR374W,non_ess
YLL028W,non_ess
YBL038W,non_ess
YBR106W,non_ess
YER175C,non_ess
YPR093C,non_ess
YBR022W,non_ess
YBR277C,non_ess
YAL019W-A,non_ess
YCR060W,non_ess
YGR040W,non_ess
YPR096C,non_ess
YJR116W,non_ess
YNL289W,non_ess
YDL022W,non_ess
YMR151W,non_ess
YPL155C,non_ess
YPR159C-A,non_ess
YLL039C,non_ess
YAR023C,non_ess
YJR144W,non_ess
YNL104C,non_ess
YLR011W,non_ess
YLL020C,non_ess
YER137W-A,non_ess
YOR085W,non_ess
YGR015C,non_ess
YDR296W,non_ess
YLL026W,non_ess
YAL066W,non_ess
YGR041W,non_ess
YKL127W,non_ess
YGL255W,non_ess
YJR148W,non_ess
YOR298W,non_ess
YNR071C,non_ess
YIL089W,non_ess
YDR231C,non_ess
YHR057C,non_ess
YPL144W,non_ess
YER137C,non_ess
YDL085C-A,non_ess
YER121W,non_ess
YKR045C,non_ess
YGR133W,non_ess
YDR093W,non_ess
YMR324C,non_ess
YLR042C,non_ess
YER138W-A,non_ess
YKL109W,non_ess
YOR327C,non_ess
YML018C,non_ess
YGR161W-C,non_ess
YDL182W,non_ess
YAL060W,non_ess
YIL068W-A,non_ess
YMR195W,non_ess
YMR316W,non_ess
YKL094W,non_ess
YNR064C,non_ess
YGR209C,non_ess
YBR261C,non_ess
YJR019C,non_ess
YBR051W,non_ess
YIL105W-A,non_ess
YJR120W,non_ess
YDL048C,non_ess
YFL030W,non_ess
YPL183W-A,non_ess
YDL042C,non_ess
YNL205C,non_ess
YER006C-A,non_ess
YIL164C,non_ess
YOL037C,non_ess
YML057C-A,non_ess
YDL022C-A,non_ess
YIL155C,non_ess
YNL281W,non_ess
YEL071W,non_ess
YJR004C,non_ess
YPL038W,non_ess
YLR254C,non_ess
YGL166W,non_ess
YNL143C,non_ess
YHL024W,non_ess
YOR040W,non_ess
YMR247W-A,non_ess
YGR052W,non_ess
YOR099W,non_ess
YML081C-A,non_ess
YDL067C,non_ess
YHL021C,non_ess
YLR217W,non_ess
YBL015W,non_ess
YKR074W,non_ess
YIL065C,non_ess
YFL054C,non_ess
YOL164W,non_ess
YBR137W,non_ess
YAR002W,non_ess
YPR078C,non_ess
YIL093C,non_ess
YAL055W,non_ess
YBL006C,non_ess
YOR226C,non_ess
YHR056W-A,non_ess
YHL046C,non_ess
YGL117W,non_ess
YNL010W,non_ess
YNL337W,non_ess
YBR050C,non_ess
YIR035C,non_ess
YKL005C,non_ess
YNL092W,non_ess
YDR511W,non_ess
YOR225W,non_ess
YFR007W,non_ess
YDR220C,non_ess
YFL046W,non_ess
YBR296C,non_ess
YPR138C,non_ess
YBR066C,non_ess
YPR199C,non_ess
YLR202C,non_ess
YDR022C,non_ess
YJR086W,non_ess
YHR034C,non_ess
YPL014W,non_ess
YNR034W-A,non_ess
YJR108W,non_ess
YOL058W,non_ess
YPR067W,non_ess
YNL211C,non_ess
YDL012C,non_ess
YPL051W,non_ess
YOL061W,non_ess
YDR169C-A,non_ess
YGL161C,non_ess
YLR377C,non_ess
YGL162W,non_ess
YML002W,non_ess
YML005W,non_ess
YOL111C,non_ess
YDR014W-A,non_ess
YDR156W,non_ess
YMR044W,non_ess
YKR061W,non_ess
YDR530C,non_ess
YDR406W,non_ess
YIL055C,non_ess
YDL107W,non_ess
YAL042C-A,non_ess
YBR005W,non_ess
YEL065W,non_ess
YML116W-A,non_ess
YDR114C,non_ess
YGL184C,non_ess
YPR152C,non_ess
YJL133W,non_ess
YKR042W,non_ess
YOL020W,non_ess
YDR234W,non_ess
YLR109W,non_ess
YAR030C,non_ess
YEL039C,non_ess
YEL040W,non_ess
YMR135C,non_ess
YGL121C,non_ess
YCL034W,non_ess
YDL024C,non_ess
YOR138C,non_ess
YJR003C,non_ess
YOR142W,non_ess
YDR377W,non_ess
YNR032W,non_ess
YHR176W,non_ess
YEL050W-A,non_ess
YGL037C,non_ess
YMR194W,non_ess
YGR079W,non_ess
YKR072C,non_ess
YIL123W,non_ess
YGR153W,non_ess
YHL034W-A,non_ess
YBL091C-A,non_ess
YDL119C,non_ess
YOR277C,non_ess
YDR112W,non_ess
YGR043C,non_ess
YAL031W-A,non_ess
YMR009W,non_ess
YIL023C,non_ess
YCR008W,non_ess
YJR096W,non_ess
YCL023C,non_ess
YKL225W,non_ess
YBR241C,non_ess
YMR193C-A,non_ess
YBR016W,non_ess
YER004W,non_ess
YHL007C,non_ess
YDR481C,non_ess
YBR082C,non_ess
YDR118W-A,non_ess
YOL166W-A,non_ess
YLR178C,non_ess
YIL111W,non_ess
YNL278W,non_ess
YFL052W,non_ess
YPR036W,non_ess
YMR065W,non_ess
YLR023C,non_ess
YLR120C,non_ess
YOL159C-A,non_ess
YIL101C,non_ess
YHR139C-A,non_ess
YNL030W,non_ess
YCL011C,non_ess
YBR068C,non_ess
YOR202W,non_ess
YHR008C,non_ess
YDR497C,non_ess
YGL254W,non_ess
YPL095C,non_ess
YER179W,non_ess
YER152C,non_ess
YKR044W,non_ess
YKR053C,non_ess
YPR201W,non_ess
YGR182C,non_ess
YCR085W,non_ess
YPR160W,non_ess
YPL092W,non_ess
YIL009W,non_ess
YLR325C,non_ess
YOR044W,non_ess
YMR038C,non_ess
YNL009W,non_ess
YDR078C,non_ess
YDR284C,non_ess
YJL127C-B,non_ess
YHR132W-A,non_ess
YJL064W,non_ess
YBR056C-B,non_ess
YGR161C,non_ess
YDL052C,non_ess
YCR087W,non_ess
YJL037W,non_ess
YNL301C,non_ess
YOR212W,non_ess
YMR074C,non_ess
YDR032C,non_ess
YJR079W,non_ess
YBR242W,non_ess
YDR304C,non_ess
YOL024W,non_ess
YNL046W,non_ess
YJL066C,non_ess
YGR124W,non_ess
YOL039W,non_ess
YOR231C-A,non_ess
YBR056W-A,non_ess
YCR071C,non_ess
YNL043C,non_ess
YNR055C,non_ess
YDL046W,non_ess
YHR152W,non_ess
YKR080W,non_ess
YLR333C,non_ess
YMR253C,non_ess
YLR073C,non_ess
YDR459C,non_ess
YOR368W,non_ess
YFL051C,non_ess
YJL158C,non_ess
YDR401W,non_ess
YGL089C,non_ess
YBR034C,non_ess
YOR072W-B,non_ess
YLR411W,non_ess
YKR009C,non_ess
YGR248W,non_ess
YER067C-A,non_ess
YOL011W,non_ess
YER067W,non_ess
YLR050C,non_ess
YGR129W,non_ess
YCR020C,non_ess
YDR480W,non_ess
YPL134C,non_ess
YBR061C,non_ess
YHR199C,non_ess
YDL054C,non_ess
YIR028W,non_ess
YJR008W,non_ess
YMR087W,non_ess
YIL043C,non_ess
YIL064W,non_ess
YLR168C,non_ess
YOR205C,non_ess
YNL173C,non_ess
YER119C,non_ess
YKL051W,non_ess
YDR098C,non_ess
YDL121C,non_ess
YOR286W,non_ess
YNL228W,non_ess
YPL230W,non_ess
YMR206W,non_ess
YDR241W,non_ess
YOL007C,non_ess
YER175W-A,non_ess
YBL104C,non_ess
YHR070C-A,non_ess
YKL217W,non_ess
YOL077W-A,non_ess
YGL085W,non_ess
YBR292C,non_ess
YLR312C,non_ess
YGL077C,non_ess
YPR053C,non_ess
YMR062C,non_ess
YAR028W,non_ess
YJL192C,non_ess
YPL135W,non_ess
YEL068C,non_ess
YLR258W,non_ess
YBR078W,non_ess
YOR016C,non_ess
YJL107C,non_ess
YNL036W,non_ess
YGL208W,non_ess
YJL052W,non_ess
YJR009C,non_ess
YDR275W,non_ess
YNR009W,non_ess
YLR074C,non_ess
YHR132C,non_ess
YOR381W-A,non_ess
YOL147C,non_ess
YIL053W,non_ess
YDL079C,non_ess
YJR088C,non_ess
YML083C,non_ess
YKL026C,non_ess
YIR032C,non_ess
YAL056W,non_ess
YDR533C,non_ess
YEL006W,non_ess
YBR186W,non_ess
YMR297W,non_ess
YGL035C,non_ess
YFL031W,non_ess
YMR095C,non_ess
YDR453C,non_ess
YPL108W,non_ess
YDL123W,non_ess
YJL116C,non_ess
YKL207W,non_ess
YGR247W,non_ess
YER188W,non_ess
YOL158C,non_ess
YPR012W,non_ess
YHL019W-A,non_ess
YNR007C,non_ess
YER087C-A,non_ess
YLR004C,non_ess
YDR018C,non_ess
YPL221W,non_ess
YER055C,non_ess
YKR046C,non_ess
YDL215C,non_ess
YCR048W,non_ess
YLR019W,non_ess
YBR157C,non_ess
YGR219W,non_ess
YLL061W,non_ess
YDR502C,non_ess
YNL208W,non_ess
YPR068C,non_ess
YNL105W,non_ess
YDL144C,non_ess
YLR070C,non_ess
YAL054C,non_ess
YPL017C,non_ess
YDL181W,non_ess
YHR048W,non_ess
YDR336W,non_ess
YNL277W,non_ess
YPR172W,non_ess
YLR124W,non_ess
YFR012W-A,non_ess
YPL205C,non_ess
YGR076C,non_ess
YLL012W,non_ess
YCR059C,non_ess
YAL004W,non_ess
YML021C,non_ess
YBR069C,non_ess
YGL188C,non_ess
YNL168C,non_ess
YCL064C,non_ess
YGR049W,non_ess
YKL187C,non_ess
YBR008C,non_ess
YLR327C,non_ess
YBL059W,non_ess
YGR286C,non_ess
YER185W,non_ess
YHL014C,non_ess
YOR349W,non_ess
YOR163W,non_ess
YML030W,non_ess
YDL156W,non_ess
YLR113W,non_ess
YDL188C,non_ess
YCL036W,non_ess
YPL232W,non_ess
YPR169W-A,non_ess
YML003W,non_ess
YDR305C,non_ess
YDL159W-A,non_ess
YGL096W,non_ess
YIL153W,non_ess
YEL010W,non_ess
YLR306W,non_ess
YJR080C,non_ess
YIL158W,non_ess
YKL003C,non_ess
YBR251W,non_ess
YOR316C,non_ess
YGR016W,non_ess
YGR242W,non_ess
YDL158C,non_ess
YOR037W,non_ess
YHR073W-A,non_ess
YGL082W,non_ess
YER014C-A,non_ess
YPL224C,non_ess
YIL007C,non_ess
YFR021W,non_ess
YML034C-A,non_ess
YLL010C,non_ess
YCR079W,non_ess
YJR073C,non_ess
YPL244C,non_ess
YCR018C,non_ess
YER130C,non_ess
YCR088W,non_ess
YKL100W-A,non_ess
YJR021C,non_ess
YGL146C,non_ess
YGR038W,non_ess
YGL236C,non_ess
YDL214C,non_ess
YDR059C,non_ess
YOL125W,non_ess
YBL057C,non_ess
YOR317W,non_ess
YHR200W,non_ess
YMR063W,non_ess
YJL079C,non_ess
YHR061C,non_ess
YBR104W,non_ess
YLR343W,non_ess
YPR127W,non_ess
YDR003W,non_ess
YDL110C,non_ess
YDR519W,non_ess
YPL054W,non_ess
YOR187W,non_ess
YJR085C,non_ess
YPR008W,non_ess
YBR105C,non_ess
YJL030W,non_ess
YAL067W-A,non_ess
YGL242C,non_ess
YDL159W,non_ess
YCR069W,non_ess
YMR052C-A,non_ess
YCL002C,non_ess
YDR051C,non_ess
YLR439W,non_ess
YOR342C,non_ess
YLR094C,non_ess
YKL044W,non_ess
YLR041W,non_ess
YMR071C,non_ess
YKL056C,non_ess
YIL005W,non_ess
YNL155W,non_ess
YIL077C,non_ess
YMR180C,non_ess
YLR174W,non_ess
YLL057C,non_ess
YNL326C,non_ess
YNL213C,non_ess
YBL064C,non_ess
YDR428C,non_ess
YER156C,non_ess
YPL247C,non_ess
YPL018W,non_ess
YFR015C,non_ess
YGL054C,non_ess
YBR076W,non_ess
YKR093W,non_ess
YGR084C,non_ess
YPL068C,non_ess
YGL041W-A,non_ess
YPL066W,non_ess
YFL021W,non_ess
YCR004C,non_ess
YOR107W,non_ess
YKL185W,non_ess
YKL008C,non_ess
YDR020C,non_ess
YDL096C,non_ess
YIL035C,non_ess
YPR148C,non_ess
YDR233C,non_ess
YBR037C,non_ess
YIL047C,non_ess
YDL071C,non_ess
YMR010W,non_ess
YNL044W,non_ess
YER063W,non_ess
YDL078C,non_ess
YMR054W,non_ess
YIL056W,non_ess
YLR130C,non_ess
YLR044C,non_ess
YGL249W,non_ess
YGL199C,non_ess
YER046W-A,non_ess
YLR162W-A,non_ess
YOR013W,non_ess
YAL047W-A,non_ess
YER128W,non_ess
YFL014W,non_ess
YNL203C,non_ess
YJL212C,non_ess
YOL060C,non_ess
YKR097W,non_ess
YNL012W,non_ess
YLR122C,non_ess
YAL058W,non_ess
YJR010C-A,non_ess
YBR003W,non_ess
YMR243C,non_ess
YKL223W,non_ess
YGL168W,non_ess
YOR338W,non_ess
YNL320W,non_ess
YLR146C,non_ess
YHL003C,non_ess
YHR142W,non_ess
YBL062W,non_ess
YNL029C,non_ess
YCR021C,non_ess
YLR312W-A,non_ess
YIL125W,non_ess
YJR061W,non_ess
YIL015W,non_ess
YEL060C,non_ess
YPR079W,non_ess
YCR051W,non_ess
YBL069W,non_ess
YLR194C,non_ess
YNL108C,non_ess
YDR015C,non_ess
YDR079W,non_ess
YHR063W-A,non_ess
YPL053C,non_ess
YKL194C,non_ess
YGR004W,non_ess
YCR083W,non_ess
YDR529C,non_ess
YNL235C,non_ess
YOR041C,non_ess
YOR097C,non_ess
YGL262W,non_ess
YHR140W,non_ess
YCR007C,non_ess
YDR309C,non_ess
YAL042W,non_ess
YOR025W,non_ess
YJR010W,non_ess
YBL042C,non_ess
YHL016C,non_ess
YGL136C,non_ess
YGR204W,non_ess
YFR044C,non_ess
YKL046C,non_ess
YOL124C,non_ess
YKL011C,non_ess
YLR257W,non_ess
YLR450W,non_ess
YHR124W,non_ess
YIL120W,non_ess
YDL160C-A,non_ess
YCR065W,non_ess
YDR461C-A,non_ess
YCL026C-A,non_ess
YJR025C,non_ess
YOR267C,non_ess
YOR276W,non_ess
YJL155C,non_ess
YBR182C-A,non_ess
YIL135C,non_ess
YGR086C,non_ess
YJR117W,non_ess
YNR049C,non_ess
YOR230W,non_ess
YCL039W,non_ess
YHR156C,non_ess
YPR196W,non_ess
YIL006W,non_ess
YIR034C,non_ess
YNL187W,non_ess
YNL191W,non_ess
YDR403W,non_ess
YDR155C,non_ess
YML012W,non_ess
YGR259C,non_ess
YOL107W,non_ess
YPL088W,non_ess
YCL029C,non_ess
YGR144W,non_ess
YNL217W,non_ess
YDR046C,non_ess
YDR030C,non_ess
YAL027W,non_ess
YHR180W,non_ess
YIL139C,non_ess
YBR149W,non_ess
YKL128C,non_ess
YHR046C,non_ess
YLR406C,non_ess
YDL057W,non_ess
YLR119W,non_ess
YIL121W,non_ess
YIL166C,non_ess
YLL018C-A,non_ess
YBL098W,non_ess
YEL016C,non_ess
YJR069C,non_ess
YIL157C,non_ess
YOR283W,non_ess
YLR453C,non_ess
YKL034W,non_ess
YCR026C,non_ess
YHR067W,non_ess
YBR072W,non_ess
YDR441C,non_ess
YDR230W,non_ess
YLR184W,non_ess
YLR311C,non_ess
YNL122C,non_ess
YLR232W,non_ess
YLR181C,non_ess
YHR011W,non_ess
YIL009C-A,non_ess
YLR092W,non_ess
YHL036W,non_ess
YJR030C,non_ess
YBR132C,non_ess
YLR385C,non_ess
YBL102W,non_ess
YAR031W,non_ess
YER069W,non_ess
YKL018C-A,non_ess
YBR298C,non_ess
YOR356W,non_ess
YPL141C,non_ess
YPR066W,non_ess
YCR011C,non_ess
YDR524C-B,non_ess
YLL041C,non_ess
YAL020C,non_ess
YDL033C,non_ess
YIL156W-A,non_ess
YDL089W,non_ess
YLR401C,non_ess
YOL055C,non_ess
YNR027W,non_ess
YLR328W,non_ess
YEL056W,non_ess
YLR218C,non_ess
YIL105C,non_ess
YFL044C,non_ess
YGL051W,non_ess
YIL116W,non_ess
YBR083W,non_ess
YGL216W,non_ess
YIL152W,non_ess
YPR153W,non_ess
YPL223C,non_ess
YOL031C,non_ess
YER066W,non_ess
YDL100C,non_ess
YKL039W,non_ess
YNL005C,non_ess
YHL032C,non_ess
YLR173W,non_ess
YGR252W,non_ess
YPR147C,non_ess
YCR018C-A,non_ess
YGL042C,non_ess
YGL052W,non_ess
YLR346C,non_ess
YJR119C,non_ess
YLL063C,non_ess
YPR099C,non_ess
YOR377W,non_ess
YGL045W,non_ess
YML116W,non_ess
YKL038W,non_ess
YMR188C,non_ess
YGR154C,non_ess
YNL288W,non_ess
YLR345W,non_ess
YBR214W,non_ess
YMR289W,non_ess
YFL028C,non_ess
YDL177C,non_ess
YBR010W,non_ess
YDR411C,non_ess
YIL165C,non_ess
YOL084W,non_ess
YFR032C-A,non_ess
YLR237W,non_ess
YJL022W,non_ess
YIL086C,non_ess
YBL071C,non_ess
YNL086W,non_ess
YJR135C,non_ess
YML120C,non_ess
YBR085C-A,non_ess
YJL045W,non_ess
YKL103C,non_ess
YCR091W,non_ess
YMR174C,non_ess
YIL099W,non_ess
YBL043W,non_ess
YDR345C,non_ess
YOR292C,non_ess
YMR293C,non_ess
YKL065C,non_ess
YFR046C,non_ess
YDL051W,non_ess
YHR031C,non_ess
YJR018W,non_ess
YHL018W,non_ess
YJR038C,non_ess
YBR301W,non_ess
YHR175W,non_ess
YGL185C,non_ess
YJL196C,non_ess
YBR248C,non_ess
YOR108W,non_ess
YGL033W,non_ess
YMR158W,non_ess
YPL203W,non_ess
YGL263W,non_ess
YBR093C,non_ess
YOR007C,non_ess
YBR269C,non_ess
YDL130W-A,non_ess
YPR016W-A,non_ess
YDR006C,non_ess
YDL186W,non_ess
YML056C,non_ess
YIL017C,non_ess
YPL057C,non_ess
YIL074C,non_ess
YNL304W,non_ess
YER024W,non_ess
YJL213W,non_ess
YIR020C-B,non_ess
YMR315W,non_ess
YDR297W,non_ess
YNL239W,non_ess
YDR322W,non_ess
YGR080W,non_ess
YAR075W,non_ess
YBR220C,non_ess
YJL169W,non_ess
YDR523C,non_ess
YBR162C,non_ess
YNR060W,non_ess
YNL265C,non_ess
YJR044C,non_ess
YNL087W,non_ess
YBR151W,non_ess
YPR098C,non_ess
YLR429W,non_ess
YPR155C,non_ess
YLR018C,non_ess
YPR054W,non_ess
YDL069C,non_ess
YER053C,non_ess
YJL209W,non_ess
YKR067W,non_ess
YIL027C,non_ess
YGL003C,non_ess
YHR161C,non_ess
YHR097C,non_ess
YNL194C,non_ess
YNR041C,non_ess
YEL017W,non_ess
YBL070C,non_ess
YOR378W,non_ess
YNR058W,non_ess
YPL274W,non_ess
YMR119W-A,non_ess
YDL155W,non_ess
YBR111C,non_ess
YGR260W,non_ess
YJL088W,non_ess
YMR081C,non_ess
YLR245C,non_ess
YHR163W,non_ess
YCL048W,non_ess
YML029W,non_ess
YER037W,non_ess
YKL093W,non_ess
YDR516C,non_ess
YNL279W,non_ess
YGL178W,non_ess
YGR012W,non_ess
YER163C,non_ess
YDR506C,non_ess
YER144C,non_ess
YCR076C,non_ess
YER158W-A,non_ess
YDR400W,non_ess
YBR117C,non_ess
YER028C,non_ess
YBR206W,non_ess
YLR300W,non_ess
YMR120C,non_ess
YEL057C,non_ess
YML102W,non_ess
YHR112C,non_ess
YKL117W,non_ess
YHR006W,non_ess
YJL217W,non_ess
YMR184W,non_ess
YER093C-A,non_ess
YHL001W,non_ess
YKL123W,non_ess
YDL118W,non_ess
YNL184C,non_ess
YHL046W-A,non_ess
YEL037C,non_ess
YDR414C,non_ess
YKR028W,non_ess
YOL132W,non_ess
YMR223W,non_ess
YNL079C,non_ess
YER039C-A,non_ess
YOR385W,non_ess
YGR205W,non_ess
YBR283C,non_ess
YIR021W,non_ess
YML075C,non_ess
YKR051W,non_ess
YKL033W-A,non_ess
YER145C-A,non_ess
YDR019C,non_ess
YOR065W,non_ess
YKL146W,non_ess
YKR055W,non_ess
YLR351C,non_ess
YGL050W,non_ess
YGL187C,non_ess
YHL047C,non_ess
YGR197C,non_ess
YBR239C,non_ess
YDL068W,non_ess
YGR022C,non_ess
YLR123C,non_ess
YDL187C,non_ess
YJL051W,non_ess
YFR043C,non_ess
YGR067C,non_ess
YPL006W,non_ess
YPL179W,non_ess
YML079W,non_ess
YCL005W,non_ess
YBR111W-A,non_ess
YOR126C,non_ess
YJL063C,non_ess
YAL005C,non_ess
YHR017W,non_ess
YJL214W,non_ess
YKL114C,non_ess
YEL015W,non_ess
YGR127W,non_ess
YGR169C,non_ess
YAL048C,non_ess
YGR279C,non_ess
YOR114W,non_ess
YKL065W-A,non_ess
YIR027C,non_ess
YOL129W,non_ess
YFR041C,non_ess
YAL036C,non_ess
YKL090W,non_ess
YFR010W,non_ess
YBR145W,non_ess
YMR264W,non_ess
YHR096C,non_ess
YCR036W,non_ess
YLR024C,non_ess
YHR018C,non_ess
YDR276C,non_ess
YHR037W,non_ess
YIR005W,non_ess
YPL227C,non_ess
YKL085W,non_ess
YJL172W,non_ess
YOR173W,non_ess
YIL092W,non_ess
YAL053W,non_ess
YIR014W,non_ess
YKR027W,non_ess
YPR013C,non_ess
YMR221C,non_ess
YDR092W,non_ess
YIL096C,non_ess
YOR042W,non_ess
YLL013C,non_ess
YGL064C,non_ess
YMR161W,non_ess
YOR019W,non_ess
YOR054C,non_ess
YCL033C,non_ess
YPR081C,non_ess
YLL051C,non_ess
YBR033W,non_ess
YER079C-A,non_ess
YIL020C-A,non_ess
YOL166C,non_ess
YNL020C,non_ess
YPL229W,non_ess
YLR099C,non_ess
YBR177C,non_ess
YLR301W,non_ess
YAL017W,non_ess
YOR380W,non_ess
YOL163W,non_ess
YGL134W,non_ess
YML070W,non_ess
YER152W-A,non_ess
YIL088C,non_ess
YPL041C,non_ess
YIR003W,non_ess
YML106W,non_ess
YJL083W,non_ess
YPR007C,non_ess
YJR127C,non_ess
YMR130W,non_ess
YOR118W,non_ess
YFR055W,non_ess
YJL164C,non_ess
YHR050W,non_ess
YIL036W,non_ess
YHL027W,non_ess
YAL044C,non_ess
YHR044C,non_ess
YHR043C,non_ess
YOR238W,non_ess
YIL079C,non_ess
YIL160C,non_ess
YJL100W,non_ess
YBR255C-A,non_ess
YHL040C,non_ess
YDL133W,non_ess
YJL137C,non_ess
YER044C-A,non_ess
YNL286W,non_ess
YGR232W,non_ess
YJL170C,non_ess
YCL022C,non_ess
YOR090C,non_ess
YBL087C,non_ess
YML082W,non_ess
YDL201W,non_ess
YBL065W,non_ess
YHR138C,non_ess
YNL117W,non_ess
YPL107W,non_ess
YOR213C,non_ess
YJR110W,non_ess
YBR052C,non_ess
YHR143W,non_ess
YDR071C,non_ess
YIL085C,non_ess
YDR518W,non_ess
YIL034C,non_ess
YPL081W,non_ess
YBL046W,non_ess
YER039C,non_ess
YNL052W,non_ess
YCR087C-A,non_ess
YPL135C-A,non_ess
YBR071W,non_ess
YER183C,non_ess
YMR152W,non_ess
YDR330W,non_ess
YGL202W,non_ess
YER148W-A,non_ess
YJR149W,non_ess
YNR021W,non_ess
YER076W-A,non_ess
YKL032C,non_ess
YML027W,non_ess
YOL119C,non_ess
YPL214C,non_ess
YGL157W,non_ess
YAL059W,non_ess
YNR020C,non_ess
YMR030W-A,non_ess
YJR107W,non_ess
YGL043W,non_ess
YDR248C,non_ess
YBR246W,non_ess
YBR007C,non_ess
YDL243C,non_ess
YBR207W,non_ess
YGR131W,non_ess
YNL078W,non_ess
YKL091C,non_ess
YKL165C-A,non_ess
YOR279C,non_ess
YPR184W,non_ess
YPL212C,non_ess
YPL208W,non_ess
YLR077W,non_ess
YJL059W,non_ess
YDL085W,non_ess
YGR266W,non_ess
YGL009C,non_ess
YMR139W,non_ess
YML087C,non_ess
YDR368W,non_ess
YOR164C,non_ess
YMR210W,non_ess
YNL100W,non_ess
YBR139W,non_ess
YML072C,non_ess
YJL185C,non_ess
YNL322C,non_ess
YOR079C,non_ess
